Sample,Class,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
H-MA_1,H-MA,1.7213210318501933,-0.6426298537408675,-0.5520861048078668,1.816554177463612,-0.5227726670524239,-0.647593380057414,0.9989478404689471,-0.520694530356846,1.2120631186642137,-0.5044700517487685,-0.5919683563739866,0.90127900403825,-0.905866661028191,-0.9065334918216239,-0.4340265415463765,2.0273975861601934,-0.6737527341304564,0.4264127748846316,-0.5123783370226747,-0.3949542907872451,-0.19543915102033846,-0.6479835437890773,-0.8286094521264755,-0.77923495018305,1.9560106655581682,-0.3473019807603957,-0.4398903133587345,-0.44005247762713273,-0.08924950527996414,-0.5573898670337778,-0.8778132846779498,-0.45514209059754146,-0.5027731152127324,2.6596455257788265,-0.73603057592535,-0.3220570055500329,-0.35206888610385717,1.943009484797465,-0.7254639079805322,-0.490170943437698,0.30283818546783,-0.791820571399755,-0.6991030299771303,1.183277461109949,-0.8016190492074726,-0.368639147837797,0.5710888754274275,0.19129379241294692,-0.8286383242169354,1.1775464483437679
H-MA_2,H-MA,-0.6085015915178211,2.2064494245287483,-0.6157069763582929,-0.7203722394404516,-0.5048654188022115,-0.647593380057414,0.9711272671663794,-0.520694530356846,1.4657332677954509,0.6932158168069373,1.6674227778253423,1.3290083461384894,-0.905866661028191,-0.9181783834291464,-0.5061613804489321,1.3069544078010908,-0.6903224471891256,-0.49694086776148866,-0.4670943052018193,-0.3949542907872451,-0.3120371853897708,-0.6899370134693885,1.5720611172097276,-0.7926399890150432,-0.694034235490297,-0.29269470831673505,-0.43830209946169485,-0.47483216364813763,-0.6835133926540676,-0.5864568300973304,-0.8593905395161783,1.2273762652571027,0.3066374725203944,-0.47966476976357464,0.17095146680986867,-0.2170862134574565,-0.31206700042145236,-0.43570586110106285,1.0925148023289197,-0.490170943437698,-0.6157454535948211,1.4701870706152667,-0.6991030299771303,1.5519948532331498,-0.8130037483147649,-0.4042932845094812,-0.6431733528256769,1.1179442410079143,-0.8286383242169354,1.4382160234709318
H-MA_3,H-MA,-0.5906974872117187,-0.6332033197178444,-0.5737533860485599,1.11579037264557,-0.5041606447537501,0.19334801665109974,2.3068169429111,-0.49295126041152465,-0.5672651073138633,3.253799928789442,-0.5919683563739866,-0.6618112722670427,0.7386230491518718,-0.8875646329581407,-0.5061613804489321,-0.8057243117968643,-0.6903224471891256,-0.47203739864881933,1.6190396636760722,3.5405279249006627,-0.1829977104871984,-0.6709666103862973,-0.8286094521264755,2.070777894751519,0.5430916743378941,-0.3146088250663931,-0.4757228519488071,-0.4313011433963189,-0.6835133926540676,0.24245099408563828,0.6935357150879266,-0.4311659837743399,-0.5487312853331862,-0.47966476976357464,0.8805106221465985,-0.24112866654951354,-0.30075746595523023,1.2129936741258027,-0.7235248363261655,-0.490170943437698,0.8698191145677481,-0.7744139683747825,-0.6593381288804288,-0.626889263103251,-0.7980209582835197,-0.4042932845094812,-0.6390852342493349,-0.7757674021067,-0.8286383242169354,-0.7420523158673908
H-M-EC_1,H-M-EC,-0.6085015915178211,-0.6642951289002482,-0.6157069763582929,-0.74049556053991,-0.5227726670524239,-0.6180418215405654,-0.6663113250600529,-0.520694530356846,-0.6241323149600306,-0.5044700517487685,-0.4855837850128022,-0.6798363789758001,0.2752636843895858,-0.3652696212468004,-0.5061613804489321,-0.8264558964532773,0.9401178860233308,-0.4682596697655435,-0.48714319149473445,-0.35950285604669685,-0.23314107091705263,1.6995535803765756,-0.8286094521264755,0.19156020051742328,1.527291937350121,-0.3473019807603957,-0.4757228519488071,2.485247590336647,-0.6686560238951468,-0.5864568300973304,-0.8565226763439724,-0.47384969769455443,0.9475783752887419,-0.47966476976357464,2.4093404556361127,-0.3220570055500329,-0.33481600597519656,-0.5084475092485679,-0.7554652441540431,-0.43598816706095145,-0.5958293241755036,1.438638638292776,1.5228026592743997,-0.5970995083010021,2.076802381019968,-0.35375368448687716,-0.6434656046584228,-0.7757674021067,0.139740624436248,-0.7673221941084253
H-M-EC_2,H-M-EC,-0.6085015915178211,-0.6133241813599284,-0.6157069763582929,-0.7693645123742509,-0.5227726670524239,1.3090721666555327,-0.6663113250600529,-0.520694530356846,-0.5672223926985257,-0.4736435850976578,-0.5919683563739866,-0.6798363789758001,-0.905866661028191,-0.9050588218791035,1.7078621944674606,-0.0844490665149513,-0.6533448788650319,-0.49694086776148866,1.6738797006671886,-0.36305675236124835,-0.3120371853897708,-0.6694528969862228,0.26204947130152145,-0.7816870034670121,-0.6542141839448976,-0.2973154127271095,-0.4757228519488071,-0.47483216364813763,-0.6646854112897563,-0.5508592034694093,0.730955763900796,-0.47384969769455443,-0.5487312853331862,-0.47966476976357464,-0.73603057592535,-0.3220570055500329,-0.35206888610385717,-0.43170355363286705,1.3059092483945929,-0.490170943437698,-0.6154074310644251,0.7618677901107516,-0.6991030299771303,2.6083082456799245,0.07702822931317407,-0.3725307445756672,-0.6713520318558313,-0.7757674021067,-0.813344181554819,-0.7961134439980715
H-M-EC_3,H-M-EC,-0.6085015915178211,0.7415131515628055,-0.6157069763582929,0.6073133028795394,1.8380614605746162,-0.647593380057414,-0.6663113250600529,-0.520694530356846,-0.6241323149600306,0.2285703972637859,1.0032597211263716,-0.6798363789758001,-0.905866661028191,1.1639991041534832,-0.5061613804489321,-0.7995076458675883,-0.6903224471891256,-0.49694086776148866,-0.5123783370226747,-0.3949542907872451,-0.2656054329527445,0.31110032654130715,0.25145699259137516,-0.7646311087466483,0.8317795811933996,-0.3473019807603957,-0.4757228519488071,-0.47483216364813763,-0.09985724883887279,-0.5308974153515117,-0.8531815505398644,-0.47384969769455443,-0.5487312853331862,-0.47966476976357464,1.477999264786368,3.73600151619227,-0.3023542340737185,-0.4450831843638889,2.459921454108531,-0.45840961606893643,-0.6327794751043151,1.3061931193573568,0.5661076586552924,-0.609482711027122,-0.8130037483147649,-0.4042932845094812,1.0762396748882417,0.6569407860431381,-0.8286383242169354,-0.7586900197876821
H-M-T5_1,H-M-T5,2.0494547375379666,-0.6642951289002482,-0.5950688738396738,0.554799219895651,2.8287044509682135,-0.647593380057414,-0.6663113250600529,-0.4677035876878963,-0.5505773232170169,-0.46460245518337673,-0.5126569307644855,0.47511795152288994,1.3017076020677556,-0.886767106051833,-0.45293718415434736,1.4719163514230265,-0.6903224471891256,-0.49694086776148866,-0.44788900082179156,-0.3949542907872451,-0.3120371853897708,1.8105090614704782,1.8787022077640936,1.3281270159158476,-0.6543019746338395,-0.3473019807603957,1.1785122981865421,-0.4158396451463797,1.2105314010218442,1.552410356872562,0.5708748809950515,-0.47384969769455443,2.3126218893898427,0.8796737164418348,-0.73603057592535,-0.3220570055500329,3.5941876698599504,-0.4640333949473839,-0.7273159459296195,2.1779034250486036,3.0374116450908617,-0.8313030548500324,-0.6991030299771303,-0.5981898873999837,-0.8130037483147649,-0.3613481240464146,-0.6713520318558313,0.6433961877782929,0.1886364569308323,-0.7451560616199204
H-M-T5_2,H-M-T5,-0.5597232589903024,1.0512445848638992,2.149205267150477,0.6932235487177263,-0.5227726670524239,0.7875690601375437,-0.6663113250600529,2.193662997174683,-0.5701866882835187,-0.4735231107862513,-0.5919683563739866,-0.6798363789758001,-0.34771284982827894,0.3000534185905359,-0.5061613804489321,-0.8264558964532773,-0.679601117643596,-0.49694086776148866,2.586528755055949,0.7850955033757399,3.7373682379693745,-0.651896333391621,1.6546200916575202,-0.27406426879169565,-0.694034235490297,0.6756988560653916,-0.4757228519488071,-0.47483216364813763,2.988650437210378,-0.5377164349138072,-0.2366130085732712,-0.47384969769455443,-0.5132668334304747,-0.44721165523995693,-0.73603057592535,-0.195155740493079,-0.35206888610385717,-0.5084475092485679,-0.7445612744985681,-0.490170943437698,-0.6058018153690098,0.9377864266721823,-0.6991030299771303,-0.626889263103251,1.2287114968057022,-0.37296462485033527,-0.6713520318558313,0.5020718893590452,2.711976998737225,0.19311529627256702
H-M-T5_3,H-M-T5,1.3364813258906427,-0.6642951289002482,-0.5914349371802905,-0.7693645123742509,-0.48259196541204585,-0.6248509678514498,-0.6663113250600529,-0.520694530356846,1.9467437304099802,-0.5044700517487685,-0.5919683563739866,-0.6798363789758001,-0.8926670302733726,0.5997558512515057,-0.5061613804489321,-0.8264558964532773,-0.6716095707136424,-0.49694086776148866,-0.5123783370226747,-0.3949542907872451,-0.19415740068140158,-0.6654301777349816,-0.8286094521264755,-0.7926399890150432,-0.6489999772884328,-0.3025768108317658,-0.4757228519488071,0.53754095984759,0.7881535495870776,-0.550068353618784,-0.8778132846779498,-0.4402200828925062,-0.5183385541854557,-0.4505881512862038,0.8357632111372639,-0.3220570055500329,0.7780615145335316,-0.5084475092485679,0.656914036998869,-0.44027076471726895,-0.6327794751043151,-0.8313030548500324,-0.6375591878905459,-0.626889263103251,-0.8130037483147649,-0.4042932845094812,0.9348655165535713,-0.7503538341128353,-0.8286383242169354,1.6091018506762627
H-N-GE-WS_1,H-N-GE-WS,-0.6085015915178211,-0.6044222416179316,-0.5757266060489236,-0.7693645123742509,-0.5227726670524239,-0.647593380057414,-0.6146309800881192,-0.4989471720327639,-0.5969206416776468,-0.4897006842797361,-0.5919683563739866,-0.6798363789758001,0.49847968334286186,-0.9023002955238778,2.380980847237546,0.2672731683455077,1.1024703642291418,-0.4701613319146837,-0.48848010742429054,0.2799309277062842,-0.2502561080780404,-0.6630183936876448,-0.8286094521264755,0.5248568769601148,-0.694034235490297,-0.3473019807603957,3.0108386711160215,2.4551302525905894,-0.6701821715040729,0.45939748170069,1.2989884334454846,-0.47384969769455443,-0.5329562664046921,-0.47966476976357464,-0.7070920240328609,-0.3220570055500329,-0.3057033891370279,-0.5084475092485679,0.7081141246072981,-0.490170943437698,-0.6327794751043151,-0.8313030548500324,1.9913759053453846,-0.626889263103251,0.6745314734358192,-0.37708365771763347,1.6105167853135618,-0.7757674021067,0.04411243808321415,1.6711025579255787
