Sample,Class,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
C-MA_1,C-MA,-0.3509698685671439,1.6323339514920108,-0.5165669909841815,0.92822493456662,-0.7829309457608535,-0.8101291354736021,-0.43245593127398524,-0.8683898368676222,-0.3513327259208403,2.304168649255049,1.810637275551651,1.1351279188408987,-0.8238381051038155,-0.603071579118741,-0.3560645623216813,-0.7746368024469482,-0.6081148233668475,2.1209656671244166,1.3157694680826273,2.463870493030928,-0.3963865897994267,0.6398493596192201,-0.4121358180639698,-0.46636133761140913,-0.3775163194589545,1.6653900878405499,-0.5783355104764721,-0.5524438345896163,-0.23618259259777905,1.628455376894419,-0.31370896057287356,-0.4561375694091395,-0.3799493073256387,-0.6761343689364627,-0.548051586947452,-0.6322728792825658,-0.5799223402739976,-0.28035918767529433,-0.5899645351726426,-0.3846174543535321,-0.7565102361632036,-0.575662511106791,-0.477674659015209,2.4982648289523164,0.9189539167474469,-0.36883219929434324,-0.5109278852759732,-0.5980786000343566,-0.7881395070353017,1.6549542580289494
C-MA_2,C-MA,3.4382939875266514,-0.6692795003660702,-0.5165669909841815,-0.35408813734469247,1.1626358937619203,0.6596306614414059,2.5265539884822235,-0.889625832108528,-0.3772893526557658,-0.5848065333357582,-0.7172215785557651,-0.5665612330849262,1.0897410615555525,0.3528975040545477,-0.3731723445956395,-0.7353129601850202,-0.6081148233668475,-0.607174878101603,0.012519868357315207,-0.604866088446164,-0.3989072934195338,0.3471202553454525,-0.4121358180639698,-0.48052463740136964,2.708358820484286,-0.40286203724109587,0.7264750710380358,-0.5524438345896163,-0.13786857116369072,-0.8260479148626009,-0.40923734043168997,-0.4331810090645733,-0.4181056278544226,-0.6326968052469851,0.6640165292348708,1.784153763410631,1.5312686910387545,-0.3061472683704895,0.19759594813827072,-0.3846174543535321,-0.7565102361632036,-0.575662511106791,-0.477674659015209,-0.46849661447967333,2.574981932057914,-0.3971834347238258,-0.5109278852759732,1.112642423762999,-0.8228840927147828,-0.7211076914357343
C-MA_3,C-MA,-0.31541658484604046,-0.7032724925332364,-0.5165669909841815,-0.35408813734469247,-0.7829309457608535,-0.8101291354736021,-0.3479209503137804,1.7105067983824667,1.4816653494763468,1.3868823749412371,-0.6961741992826073,-0.5497242942891992,0.9722126375786247,-0.6333346574992958,-0.39290828470645855,-0.7746368024469482,-0.6081148233668475,-0.607174878101603,-0.642569836231078,-0.646557858431241,-0.41977469231419434,0.8588345527407286,-0.4121358180639698,-0.48052463740136964,-0.335962680207374,-0.3360858603949943,-0.5783355104764721,-0.5524438345896163,-0.3372842179733001,1.5318696974192278,2.7246445332652756,-0.4561375694091395,-0.4181056278544226,1.750780389911241,-0.548051586947452,-0.6642641605769075,2.0355376046771663,0.4237563490265095,0.42039261204017886,-0.3443424874795011,0.3457907831050922,-0.575662511106791,-0.46794749897877935,-0.45891309914903144,-0.7979820806758449,-0.3971834347238258,-0.4823989289723692,-0.5649753332774407,1.4943620350678621,1.580295332150131
C-M-EC_1,C-M-EC,-0.36986446979122856,-0.7032724925332364,-0.5165669909841815,-0.35408813734469247,-0.7829309457608535,-0.7760256191671624,-0.43245593127398524,-0.8630745052487148,-0.36418168027156683,0.24577703667966255,0.1522268202380663,1.1083208657393109,-0.1341553498890885,2.4637721195893056,-0.39290828470645855,-0.7746368024469482,1.988598771664435,0.6602488599784143,-0.6772647467010053,1.8456217966111161,-0.41977469231419434,2.5706336456146337,-0.4121358180639698,-0.4436107873095491,-0.351893868577784,-0.36963767326771574,-0.5783355104764721,-0.5524438345896163,3.731888417476636,-0.8191116371230361,-0.40923734043168997,0.6326001149094822,-0.3899753299421119,0.4783838812549228,0.6176212198312467,-0.6517963457656759,-0.5799223402739976,-0.32437060486204466,1.2356295157614803,-0.3846174543535321,-0.7396397012200827,-0.575662511106791,-0.4594904962693311,-0.46849661447967333,0.9114150783302779,-0.3971834347238258,2.4447597526724327,-0.5371910427859671,-0.8228840927147828,-0.7211076914357343
C-M-EC_2,C-M-EC,-0.36986446979122856,-0.655482423838023,-0.4937216810133969,-0.33592396075976816,1.6137081309637349,-0.1776958451214348,-0.35331361489779445,0.540860312511209,-0.3772893526557658,-0.6363051181505299,-0.7322757083746858,-0.5567669951396013,2.343278440576881,-0.6083901984043275,-0.39290828470645855,-0.7746368024469482,-0.6081148233668475,-0.607174878101603,-0.6772647467010053,-0.646557858431241,-0.3957518595073849,-1.0036970302496784,-0.4121358180639698,-0.45742507220194145,-0.42911984075641435,-0.3750903190471088,-0.5783355104764721,-0.5193568796138575,-0.3372842179733001,0.47786451485893666,-0.40923734043168997,-0.4561375694091395,-0.4181056278544226,2.243184425222645,-0.548051586947452,-0.6435473330294638,0.6825401785927354,-0.29892897091746323,-0.5620460100894742,-0.3530963200793841,0.05655739969535973,-0.575662511106791,-0.477674659015209,0.7006827337793841,-0.758078413407638,-0.3971834347238258,-0.5109278852759732,-0.5980786000343566,1.3580985667016003,0.8916808845309352
C-M-EC_3,C-M-EC,1.2254111700919057,0.8948587641395926,-0.4991174077610311,-0.339549215702993,-0.7829309457608535,-0.8101291354736021,2.569403613468314,-0.889625832108528,-0.3772893526557658,-0.6363051181505299,-0.7322757083746858,-0.5449934621441638,-0.7916208280473483,-0.6333346574992958,-0.39290828470645855,0.08259812991664471,-0.5570322075479412,-0.607174878101603,-0.6539976563517368,-0.6097172572955406,0.13276073235469116,0.15270514923882397,-0.4121358180639698,-0.48052463740136964,2.378184632262751,-0.40286203724109587,-0.5605796500143535,2.3505361797529263,-0.21523028358279447,-0.02645366659461501,-0.34878248535385326,3.4789773974301217,-0.3568144956094754,-0.6296432678720232,1.830280053894388,1.0483743621657755,2.0944731544767135,-0.32437060486204466,-0.5572985229592536,-0.3846174543535321,-0.7039611161583745,-0.575662511106791,0.7827384649823582,-0.45883415623418294,0.3028248737872545,-0.34319141192724717,-0.4825950898901562,1.7487232446367238,-0.8228840927147828,-0.7211076914357343
C-M-T5_1,C-M-T5,-0.36986446979122856,-0.7032724925332364,-0.4823803797325197,-0.35408813734469247,1.5315285373144312,0.44270574691642706,-0.3931900868426378,-0.889625832108528,-0.3644489468765276,0.3319818421708281,-0.711123905036233,-0.5665612330849262,-0.7908508093947046,0.27300299668447714,-0.39290828470645855,-0.7600913090076987,1.8541453830656236,2.376065903292701,-0.6772647467010053,-0.646557858431241,-0.3860541119003012,0.8676619637840536,-0.3377635830480568,-0.4485899473531379,-0.3451558218632138,-0.36120746630269934,-0.5783355104764721,2.277993495466662,-0.3372842179733001,-0.8334893082376903,-0.40923734043168997,-0.4278336909879142,-0.3888197468900567,-0.6576421323354107,2.770740591283085,0.10093325503942027,-0.5799223402739976,-0.32437060486204466,-0.5644753369872715,-0.3846174543535321,-0.7565102361632036,2.3306226212008423,-0.4497779306857772,-0.46849661447967333,-0.7803975914372894,1.855461798152882,-0.5109278852759732,1.239026844115789,0.13474356401113174,-0.7211076914357343
C-M-T5_2,C-M-T5,-0.34364801146962626,-0.6584944878062936,-0.5165669909841815,-0.32990387176676644,-0.7829309457608535,-0.7999517147864593,-0.43245593127398524,-0.8680380860602586,3.320980067342447,-0.6363051181505299,2.261992779386896,-0.5342920495588475,0.1316326674665376,-0.6333346574992958,-0.35058458125456915,1.1944464052554522,-0.560551051642947,-0.5917806613443916,0.4853461242651247,-0.6279530125759399,1.4874376336457058,-0.9633191546336137,2.8674160767863603,-0.48052463740136964,-0.3370526289598996,-0.3298728474572598,-0.536875247304844,-0.5335693793766993,-0.3372842179733001,-0.8334893082376903,-0.40923734043168997,-0.4158456245709775,-0.4181056278544226,-0.6761343689364627,-0.548051586947452,-0.07089959032037564,-0.56790179298355,-0.29647140050205084,-0.5899645351726426,-0.37135825030276615,-0.7044404674871079,-0.575662511106791,2.4310302405480604,-0.4463228406355898,-0.7979820806758449,-0.3971834347238258,-0.444227453575158,-0.5392500028990093,2.2424412758476895,-0.6658962899406199
C-M-T5_3,C-M-T5,-0.36986446979122856,1.9627648705231833,-0.5165669909841815,-0.35408813734469247,1.0443837233693416,2.401770901899538,-0.43245593127398524,0.6843614803039522,-0.3772893526557658,-0.6053997088346106,0.4079727338436116,-0.5665612330849262,-0.8238381051038155,-0.6333346574992958,-0.35743186398988974,1.093052136338405,1.5351469531843638,-0.607174878101603,0.7384202957341226,-0.6312544285378623,-0.41977469231419434,-0.9898079438780263,2.190144921858788,2.977220807976945,-0.42911984075641435,-0.3298181763336485,1.3733866031444675,-0.5524438345896163,-0.3372842179733001,1.8062002412419653,2.3605841191332413,0.1970435227972297,2.262784137979402,0.8959468866610091,-0.548051586947452,-0.6342948969129407,-0.5799223402739976,-0.32437060486204466,-0.5899645351726426,-0.3846174543535321,1.315791657680676,-0.575662511106791,-0.4450496355436144,-0.46849661447967333,-0.764793416178132,-0.374784337564957,-0.46639644594134255,-0.5980786000343566,0.1751318830507085,-0.6785657200492937
C-N-GE-WS_1,C-N-GE-WS,-0.36986446979122856,-0.7032724925332364,0.9519419040897549,-0.3138831002640435,-0.7829309457608535,1.3938183247679503,-0.43245593127398524,0.3527632527503252,-0.3772893526557658,-0.6363051181505299,-0.7322757083746858,-0.5455049765304947,0.9988255303872839,2.2504349300902198,-0.39290828470645855,-0.18758983949606078,1.1640579770529502,-0.607174878101603,-0.6598611433836258,0.469185589988489,-0.41977469231419434,-0.9912650012319153,-0.4121358180639698,-0.48052463740136964,-0.42911984075641435,-0.40286203724109587,-0.5783355104764721,0.8668660596870797,-0.3372842179733001,0.2717482272667561,-0.40923734043168997,-0.4561375694091395,-0.3759262913567672,1.230358503377865,-0.548051586947452,-0.6642641605769075,-0.5566167733358413,-0.32437060486204466,-0.5543683509774998,-0.35359847604920813,-0.7565102361632036,-0.575662511106791,-0.477674659015209,-0.46849661447967333,-0.7979820806758449,-0.36022384637765376,1.7814521482844738,2.325652666721757,-0.8097062853106545,-0.688435079340133
